,omm_id,hydro_year,helio,hr,nub,pres_est,pres_nm,td,tmax,tmed,tmin,vmax_d,vmax_f,vmed,caudal,PTA,PMDA
128,87453,1966,7.001488095238095,62.64010989010989,3.35989010989011,965.1230769230768,1012.3562913907284,8.07554945054945,23.345054945054947,16.43901098901099,10.983791208791208,13.826923076923077,8.925824175824175,3.8626373626373627,,792.2,65.8
129,87453,1967,7.693093922651934,60.06611570247934,3.1734104046242773,966.3303468208093,1015.5907936507936,6.872176308539944,22.948907103825135,16.094520547945205,10.172131147540984,17.867768595041323,10.671900826446281,3.4771676300578034,,894.7,57.0
130,87453,1968,7.082191780821918,65.5934065934066,3.6904109589041094,965.2277472527473,1013.5133333333333,10.251373626373626,23.802472527472528,18.00879120879121,12.009589041095891,15.435393258426966,14.077808988764044,3.6452054794520548,,821.4,75.0
131,87453,1969,6.685479452054794,63.104109589041094,3.4986301369863013,965.152602739726,1013.7013698630137,8.55945205479452,24.65171339563863,16.835068493150686,11.205205479452054,16.186301369863013,10.206301369863015,3.4717808219178083,,786.2,87.9
132,87453,1970,7.414285714285715,53.73424657534247,2.978082191780822,965.2619178082191,1013.8443835616439,5.338904109589041,23.343013698630138,16.38191780821918,9.92986301369863,19.997260273972604,9.105753424657536,4.356986301369863,,564.3,64.0
133,87453,1971,7.433606557377049,56.631147540983605,3.0655737704918034,964.0754098360655,1012.4896174863388,6.818852459016393,24.462841530054643,17.274043715846997,11.42568306010929,18.295081967213115,10.431420765027323,4.672950819672131,,634.7,58.2
134,87453,1972,6.485029940119761,67.71780821917808,4.038356164383561,963.7438356164383,1012.3241095890411,9.180821917808219,22.172054794520548,16.080547945205478,11.127397260273973,15.676712328767124,10.398904109589042,5.181369863013699,,1147.8,88.0
135,87453,1973,7.562534435261708,66.4931506849315,3.5178082191780824,964.8134246575343,1013.448493150685,8.957260273972603,22.684931506849313,16.137808219178083,10.604931506849315,16.0986301369863,10.348767123287672,4.912054794520548,,798.6,65.1
136,87453,1974,7.364010989010989,65.77534246575343,3.515068493150685,964.4232876712329,1013.0158904109588,8.585479452054795,22.51150684931507,16.123835616438356,10.784657534246575,17.526027397260275,12.76109589041096,5.724383561643836,,808.0,89.6
137,87453,1975,7.54756446991404,64.06830601092896,3.1147540983606556,964.1437158469945,1012.7584699453552,8.177868852459016,22.960109289617485,16.179234972677598,10.536065573770491,15.60655737704918,12.326502732240437,5.404098360655738,,563.6,45.0
138,87453,1976,6.967671232876712,67.51506849315068,3.802739726027397,963.7720547945205,1012.406301369863,9.009315068493152,22.60054794520548,15.946849315068494,10.555616438356164,16.03835616438356,12.626849315068494,4.574246575342466,,853.3,55.2
139,87453,1977,6.806909090909091,67.3945205479452,3.638356164383562,963.8720547945205,1012.3528767123287,9.74054794520548,23.469041095890415,16.828219178082193,11.379726027397261,14.597260273972603,13.741095890410959,4.141095890410959,,850.4,126.6
140,87453,1978,5.667857142857143,67.33972602739726,3.7945205479452055,964.3898630136986,1012.9624657534247,9.490410958904109,22.512602739726027,16.435068493150684,10.957534246575342,16.912328767123288,11.814794520547947,4.446575342465754,,1100.8,107.5
141,87453,1979,5.540395480225989,69.62295081967213,4.060109289617486,963.586612021858,1012.0860655737705,10.23224043715847,22.853005464480876,16.64590163934426,11.593715846994536,14.39344262295082,8.943989071038251,3.83879781420765,,977.5,97.7
142,87453,1980,4.597839506172839,65.69589041095891,3.7041095890410958,965.2356164383561,1013.8742465753425,8.843561643835617,22.87063711911357,16.413698630136988,11.023545706371191,12.504109589041096,9.916712328767124,4.3613698630136986,,992.6,85.0
143,87453,1981,5.516616314199395,68.25479452054795,3.33972602739726,965.9106849315069,1014.5712328767123,9.664657534246576,22.86219178082192,16.34849315068493,11.022465753424656,11.512328767123288,9.275342465753425,4.030958904109589,,722.0,51.2
144,87453,1982,4.499101796407186,68.96438356164384,4.221917808219178,964.0334246575343,1012.6043835616438,9.686849315068493,22.376712328767123,16.376712328767123,11.403287671232876,11.473972602739726,10.369315068493151,4.6808219178082195,,856.8,60.7
145,87453,1983,5.364444444444445,67.33879781420765,3.4098360655737703,965.1540983606558,1013.824043715847,9.168579234972677,22.42431693989071,16.15928961748634,10.954098360655736,12.040983606557377,12.694535519125683,5.681147540983607,,1072.0,122.5
146,87453,1984,5.520689655172413,68.3013698630137,3.8219178082191783,964.6438356164383,1013.3350684931506,9.109041095890412,21.872328767123285,15.8,10.699452054794522,11.860273972602739,11.393698630136985,4.886027397260274,,764.2,50.0
147,87453,1985,6.828440366972477,72.9972602739726,3.6082191780821917,964.8331506849314,1013.414794520548,10.933150684931507,22.88602739726027,16.546301369863013,11.418082191780822,10.93972602739726,9.461643835616439,4.485753424657534,,806.2,46.3
148,87453,1986,5.603361344537815,71.3543956043956,4.074175824175824,965.0403846153846,1013.6071428571429,10.687087912087911,22.975342465753425,16.714010989010987,11.58021978021978,13.986301369863014,11.03972602739726,4.551923076923077,,883.2,79.3
149,87453,1987,4.882142857142857,68.62295081967213,3.814207650273224,964.9295081967214,1013.5663934426229,9.523497267759563,25.620258620689654,16.17950819672131,10.897808219178081,13.96448087431694,10.018579234972679,4.341803278688524,,1042.4,126.0
150,87453,1988,4.3,61.172602739726024,2.819178082191781,965.1082191780822,1013.6972602739726,8.174794520547946,24.91081081081081,16.84931506849315,10.636813186813187,18.095890410958905,10.997808219178083,4.426849315068493,,605.2,103.0
151,87453,1989,6.711453744493392,66.72602739726027,3.7260273972602738,964.6923287671233,1013.255890410959,9.546849315068492,23.055890410958902,16.754794520547946,11.510714285714284,22.454794520547946,11.715068493150685,4.736164383561644,,812.2,71.5
152,87453,1990,6.755246913580247,69.28021978021978,3.558904109589041,964.9123287671233,1013.4797260273972,10.252197802197802,22.724109589041095,16.718082191780823,11.686849315068493,15.621917808219179,10.087123287671233,4.819726027397261,,976.9,76.8
153,87453,1991,6.0335329341317365,72.10109289617486,3.751366120218579,964.3524590163935,1013.1087431693988,9.827322404371586,21.560928961748633,15.552459016393442,10.724043715846994,16.42622950819672,10.251912568306011,4.057377049180328,,853.5,83.4
154,87453,1992,5.5,71.05988023952096,3.6526946107784433,965.2880239520958,1014.1353293413174,9.070059880239521,21.264670658682633,15.084131736526947,10.200000000000001,15.116766467065869,13.554491017964072,6.060479041916167,,770.3,70.0
155,87453,1993,6.188356164383562,68.66027397260274,3.6465753424657534,965.2260479041917,1013.9487671232877,9.146153846153846,22.15287671232877,15.755890410958903,10.575068493150685,18.28767123287671,12.977260273972602,5.554794520547945,,871.4,109.5
